cid,YEAR_RECOR,STATE_CODE,ROUTE_ID,ROUTE_NUMB,ROUTE_NAME,ROUTE_QUAL,ROUTE_SIGN,F_SYSTEM,FACILITY_T,URBAN_CODE,NHS,STRAHNET,OWNERSHIP,TRUCK,THROUGH_LA,PEAK_LANES,COUNTER_PE,SHOULDER_T,SHOULDER_W,SHOULDER_1,LANE_WIDTH,MEDIAN_TYP,MEDIAN_WID,ACCESS_CON,WIDENING_O,WIDENING_P,HOV_LANES,HOV_TYPE,SPEED_LIMI,TOLL_CHARG,TOLL_ID,TOLL_TYPE,AADT,AADT_COMBI,AADT_SINGL,PCT_PEAK_C,PCT_PEAK_S,K_FACTOR,DIR_FACTOR,IRI,PSR,SURFACE_TY,CRACKING_P,FAULTING,RUTTING,STRUCTURE_,YEAR_LAST_,YEAR_LAST1,IS_SAMPLE,SAMPLE_ID,EXPANSION_,National_R,TMC,TMC_Type,TMC_RoadNu,TMC_RoadNa,TMC_FirstN,TMC_Countr,TMC_State,TMC_County,TMC_Zip,TMC_Direct,TMC_StartL,TMC_Star_1,TMC_EndLat,TMC_EndLon,TMC_Miles,Shape_Leng,StreetImageryDate,MedianType,SecondaryAttribute,MedianWidth,RoadsideBarrier,MedianNotes,Latitude,Longitude,bldg_dist,nhd_dist,ow_dist,dev_dist,dev_int_dist,barren_dist,forest_dist,shrub_dist,grassland_dist,cultivated_dist,wetland_dist,wet_dist
128,2016,6,SHS_089_S,89,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2650,160,151,NA,NA,NA,NA,88,NA,2,0,NA,0.085,0,NA,NA,0,NA,0,6_SHS_089_S,105-08779,P1.11,CA-89,NA,CR-A22/Arlington Rd,United States,California,Plumas,95947,Southbound,40.139739,-120.950921,40.085842,-120.918909,5.621052554,0.001274086,Mar-22,no median,NA,NA,"cable, tall fence",NA,40.10900969,-120.9076672,120,60,2336,0,67,17894,150,85,30,469,277,277
129,2016,6,SHS_395_P,395,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,6300,690,101,NA,NA,NA,NA,54,NA,2,0,NA,0.223,0,NA,NA,0,NA,0,6_SHS_395_P,105+08474,P1.11,US-395,NA,CR-A26/Garnier Rd,United States,California,Lassen,96109,Northbound,39.778325,-120.0382634,40.090829,-120.171973,25.02454263,0.001523945,Nov-23,no median,NA,NA,NA,NA,39.87768706,-120.0289444,1697,127,7165,0,30,13552,2016,30,85,6826,127,127
130,2016,6,SHS_395_P,395,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,5350,690,101,NA,NA,NA,NA,63,NA,2,2.6,NA,0.166,0,4/8/2016 0:00,NA,0,NA,0,6_SHS_395_P,105+08476,P1.11,US-395,NA,CR-A3/Standish Buntingville Rd (Janesville),United States,California,Lassen,96121,Northbound,40.1249432,-120.247357,40.283632,-120.4901174,17.36995406,0.001717903,Nov-23,no median,NA,NA,cable,both sides,40.17712201,-120.3809911,376,134,2708,0,30,2488,579,42,30,339,638,638
134,2016,6,SHS_036_P,36,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2400,335,125,NA,NA,NA,NA,65,NA,2,0.2,NA,0.153,0,NA,NA,0,NA,0,6_SHS_036_P,105+07560,P1.11,CA-36,NA,CA-44/Feather Lake Hwy,United States,California,Lassen,96130,Eastbound,40.315205,-120.992319,40.4111838,-120.755391,15.42108606,0.001653731,Nov-23,no median,NA,NA,cable,both sides,40.35109277,-120.8953509,90,60,6927,0,30,10590,42,60,162,16579,30,30
136,2016,6,SHS_284_P,284,NA,10,4,5,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,350,6,0,NA,NA,NA,NA,186,NA,2,23.8,NA,0.26,0,NA,NA,0,NA,0,6_SHS_284_P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.001596728,Feb-09,no median,NA,NA,NA,NA,39.8846145,-120.1929296,601,60,895,0,0,2343,150,30,1024,6601,228,228
139,2016,6,SHS_139_P,139,NA,10,4,4,2,99999,0,0,1,0,2,2,2,2,6,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,545,57,25,1.569,0.688,15,50,157,NA,2,0,NA,0.096,0,NA,NA,1,SPX16X303123,8.701,6_SHS_139_P,105+09007,P1.11,CA-139,NA,CR-A1/Eagle Lake Rd,United States,California,Lassen,96130,Northbound,40.54163,-120.622474,40.73907,-120.710007,15.51985919,0.001593581,Nov-23,no median,NA,NA,NA,NA,40.61211978,-120.6432896,671,513,2454,0,30,765,283,30,592,3483,752,752
144,2016,6,SHS_005_S,5,NA,10,2,1,2,99998,1,0,1,0,4,2,2,2,12,12,12,2,8,1,AB,0,0,0,65,0,NA,0,37500,3252,755,0.78,0.181,9,61,85,NA,3,0,0.016,NA,0,NA,NA,1,SPX16X280971,3.545,6_SHS_005_S,105N05361,P1.3,I-5,NA,Diamond Ave/Exit 647,United States,California,Tehama,96080,Southbound,40.1623332,-122.2229132,40.158529,-122.223384,0.263970828,0.000891882,Jul-24,"vegetative, gravel",sparse shrubs/trees,10-20 meters,NA,NA,40.15910589,-122.2232825,162,124,470,0,0,309,2895,3163,95,242,395,395
148,2016,6,SHS_005_P,5,NA,10,2,1,2,99998,1,0,1,0,5,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,42000,6025,702,NA,NA,NA,NA,45,NA,2,0,NA,0.131,0,NA,NA,0,NA,0,6_SHS_005_P,105P05363,P1.3,I-5,NA,Main St/Exit 651,United States,California,Tehama,96080,Northbound,40.2033152,-122.2436468,40.2074434,-122.2459128,0.309442758,0.001343885,Jul-24,vegetative,grass,20-30 meters,NA,NA,40.20733635,-122.2458639,67,485,2090,0,0,516,819,60,30,674,497,497
150,2016,6,SHS_395_P,395,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,850,195,33,NA,NA,NA,NA,51,NA,2,0,NA,0.064,0,NA,NA,0,NA,0,6_SHS_395_P,105+07528,P1.11,US-395,NA,CA-299/12th St/N Main St,United States,California,Modoc,96101,Northbound,40.866294,-120.460618,41.494524,-120.542586,45.66814631,0.00151117,Nov-23,no median,NA,NA,NA,NA,41.10886245,-120.4808525,2897,713,1648,0,124,571,180,30,331,4588,95,95
153,2016,6,SHS_089_P,89,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2400,47,37,NA,NA,NA,NA,153,NA,2,0,NA,0.297,0,NA,NA,0,NA,0,6_SHS_089_P,105+07343,P1.11,CA-89,NA,CA-70,United States,California,Plumas,96103,Northbound,39.7543686,-120.599059,39.784438,-120.620102,2.669086703,0.000667579,Oct-22,no median,NA,NA,NA,NA,39.76234493,-120.6119755,67,424,513,0,0,1465,30,90,525,541,503,503
155,2016,6,SHS_049_P,49,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1000,58,22,NA,NA,NA,NA,93,NA,2,18.4,NA,0.117,0,NA,NA,0,NA,0,6_SHS_049_P,105+07149,P1.11,CA-49,NA,CA-70,United States,California,Plumas,96105,Northbound,39.7623816,-120.2092024,39.8042556,-120.1781996,3.494478657,0.001593611,Oct-22,no median,NA,NA,cable,both sides,39.7724112,-120.2065122,782,1410,2163,0,30,12084,3395,30,124,400,1556,1556
162,2016,6,SHS_036_P,36,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1100,47,29,NA,NA,NA,NA,72,NA,2,7.4,NA,0.178,0,NA,NA,0,NA,0,6_SHS_036_P,105+07556,P1.11,CA-36,NA,Lassen Park Rd/CA-89,United States,California,Tehama,96061,Eastbound,40.3477822,-121.5960656,40.3663102,-121.5359602,4.387724325,0.001643758,Nov-23,no median,NA,NA,NA,NA,40.35216333,-121.5821764,30,127,3287,0,30,6772,30,454,789,8590,67,67
164,2016,6,SHS_005_P,5,NA,10,2,1,2,99999,1,0,1,0,6,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,44000,5999,829,NA,NA,NA,NA,30,NA,2,0,NA,0.06,0,NA,NA,0,NA,0,6_SHS_005_P,105P05370,P1.3,I-5,NA,Gas Point Rd/Exit 664,United States,California,Shasta,96022,Northbound,40.38586,-122.284922,40.3926146,-122.2848224,0.468047706,0.001488118,Dec-23,thrie beam,NA,NA,thrie beam,one side,40.3895978,-122.2850804,150,480,1120,0,30,1207,1731,1260,256,607,830,830
165,2016,6,SHS_147_P,147,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,860,66,36,NA,NA,NA,NA,80,NA,2,0,NA,0.086,0,NA,NA,0,NA,0,6_SHS_147_P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.001613639,Apr-21,no median,NA,NA,NA,NA,40.30727549,-121.0477891,691,240,979,0,212,2780,30,216,1493,15654,366,366
169,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1350,128,40,NA,NA,NA,NA,114,NA,2,0,NA,0.299,0,NA,NA,0,NA,0,6_SHS_070_P,105+07536,P1.11,CA-70,NA,CA-89 (Quincy),United States,California,Plumas,95971,Eastbound,40.0195632,-121.1043044,40.0386704,-120.983902,8.175073775,0.001710878,Oct-22,no median,NA,NA,NA,NA,40.0356672,-121.0038329,663,60,67,0,201,13543,30,30,1110,6310,2807,67
174,2016,6,SHS_139_P,139,NA,10,4,4,2,99999,0,0,1,0,2,2,2,2,6,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,545,57,25,1.569,0.688,15,50,174,NA,2,3.8,NA,0.261,0,NA,NA,1,SPX16X303128,8.701,6_SHS_139_P,105+09009,P1.11,CA-139,NA,Termo Grasshopper Rd,United States,California,Lassen,96132,Northbound,40.766162,-120.725097,40.908418,-120.747093,10.38755221,0.00156734,Nov-23,no median,NA,NA,cable,one side,40.83295436,-120.747771,541,190,2994,0,30,2402,335,30,2056,9604,268,268
176,2016,6,SHS_089_P,89,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2400,47,37,NA,NA,NA,NA,118,NA,2,16.8,NA,0.283,0,NA,NA,0,NA,0,6_SHS_089_P,105+08298,P1.11,CA-89,NA,CR-A15/Portola-McLears Rd,United States,California,Sierra,96124,Northbound,39.6633284,-120.4327508,39.733156,-120.557501,9.45259391,0.00104116,Oct-22,no median,NA,NA,NA,NA,39.71029369,-120.5322211,201,90,5038,0,124,7468,30,60,1201,5978,301,301
179,2016,6,SHS_005_S,5,NA,10,2,1,2,99999,1,0,1,0,4,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,30500,5319,629,NA,NA,NA,NA,70,NA,2,0,NA,0.044,0,NA,NA,0,NA,0,6_SHS_005_S,105-05358,P1.3,I-5,NA,Gyle Rd/Exit 636,United States,California,Tehama,96035,Southbound,40.0838046,-122.2169428,40.0034586,-122.206532,5.581725983,0.001452904,Jul-24,"vegetative, gravel",grass,10-20 meters,cable,both sides,40.05662745,-122.2152186,362,170,987,0,30,408,8521,3890,60,30,1019,987
181,2016,6,SHS_395_P,395,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,6300,690,101,NA,NA,NA,NA,47,NA,2,5.6,NA,0.083,0,NA,NA,0,NA,0,6_SHS_395_P,105+08474,P1.11,US-395,NA,CR-A26/Garnier Rd,United States,California,Lassen,96109,Northbound,39.778325,-120.0382634,40.090829,-120.171973,25.02454263,0.0017456,Nov-23,no median,NA,NA,NA,NA,39.9586506,-120.039707,819,930,6981,0,0,13707,1902,30,60,30,182,182
184,2016,6,SHS_139_P,139,NA,10,4,4,2,99999,0,0,1,0,2,2,2,2,6,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,545,57,25,1.569,0.688,15,50,131,NA,2,6.3,NA,0.12,0,NA,NA,1,SPX16X303129,8.701,6_SHS_139_P,105+09009,P1.11,CA-139,NA,Termo Grasshopper Rd,United States,California,Lassen,96132,Northbound,40.766162,-120.725097,40.908418,-120.747093,10.38755221,0.001591355,Apr-21,no median,NA,NA,cable,both sdes,40.85678944,-120.7597618,1304,454,2106,0,153,2062,721,30,30,6831,371,371
185,2016,6,SHS_395_S,395,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,7900,773,155,NA,NA,NA,NA,87,NA,2,1.9,NA,0.161,0,NA,NA,0,NA,0,6_SHS_395_S,105-08476,P1.11,US-395,NA,CR-A3/Standish Buntingville Rd (Janesville),United States,California,Lassen,96114,Southbound,40.3803006,-120.5913546,40.283632,-120.4901174,9.136744817,0.001515872,Nov-23,no median,NA,NA,NA,NA,40.33947119,-120.5609558,134,192,1165,0,0,4310,750,30,127,283,335,335
187,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,4200,218,62,NA,NA,NA,NA,139,NA,2,19.3,NA,0.201,0,NA,NA,0,NA,0,6_SHS_070_P,105P07539,P1.3,CA-70,NA,US-395,United States,California,Lassen,96109,Eastbound,39.776178,-120.042623,39.77489,-120.037886,0.267922748,0.000898465,Oct-22,no median,NA,NA,NA,NA,39.77531978,-120.0393804,201,324,6949,0,0,5217,6690,60,313,11150,2460,2460
192,2016,6,SHS_395_P,395,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,6300,690,101,NA,NA,NA,NA,51,NA,2,10,NA,0.101,0,NA,NA,0,NA,0,6_SHS_395_P,105+08474,P1.11,US-395,NA,CR-A26/Garnier Rd,United States,California,Lassen,96109,Northbound,39.778325,-120.0382634,40.090829,-120.171973,25.02454263,0.001603229,Nov-23,no median,NA,NA,NA,NA,39.94687404,-120.0270603,907,365,8670,30,30,13555,1641,0,60,511,309,309
193,2016,6,SHS_395_P,395,NA,10,3,3,2,99999,1,0,1,0,4,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,9400,768,191,NA,NA,NA,NA,104,NA,2,16.7,NA,0.265,0,NA,NA,0,NA,0,6_SHS_395_P,105P07526,P1.3,US-395,NA,CA-70,United States,California,Lassen,96109,Northbound,39.770899,-120.038436,39.778325,-120.0382634,0.51309089,0.001513238,Nov-23,vegetative,grass,40-50 meters,NA,NA,39.77365298,-120.0383501,162,503,7154,0,0,5088,6723,30,285,10962,2442,2442
194,2016,6,SHS_005_P,5,NA,0,0,1,2,73774,1,0,1,0,6,2,2,2,12,12,12,2,8,1,AB,0,0,0,65,0,NA,0,53000,7040,1077,1.195,0.183,9,50,72,NA,2,4.8,NA,0.248,0,NA,NA,1,SPX16X281003,3.239,6_SHS_005_P,105P05376,P1.3,I-5,NA,Riverside Ave/Exit 670,United States,California,Shasta,96007,Northbound,40.4651926,-122.3042958,40.4684184,-122.3074378,0.27735516,0.001494679,Jul-24,concrete,NA,NA,NA,NA,40.46616352,-122.3052508,175,755,690,0,0,811,660,942,42,30,685,685
195,2016,6,SHS_395_P,395,NA,10,3,3,2,99999,1,0,1,0,2,2,2,2,8,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,2175,602,239,4.152,1.648,15,58,103,NA,2,2.6,NA,0.28,0,NA,NA,1,SPX16X310648,6.232,6_SHS_395_P,105+07529,P1.11,US-395,NA,CA-299,United States,California,Modoc,96101,Northbound,41.503446,-120.519849,41.5394944,-120.4606272,4.10314262,0.001597416,Nov-23,no median,NA,NA,cable,one side,41.51400541,-120.4866283,42,150,395,0,0,774,564,42,30,124,153,153
200,2016,6,SHS_139_P,139,NA,10,4,4,2,99999,0,0,1,0,2,2,2,2,6,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,545,57,25,1.569,0.688,15,50,89,NA,2,1.9,NA,0.164,0,NA,NA,1,SPX16X303128,8.701,6_SHS_139_P,105+09009,P1.11,CA-139,NA,Termo Grasshopper Rd,United States,California,Lassen,96132,Northbound,40.766162,-120.725097,40.908418,-120.747093,10.38755221,0.001567339,Nov-23,no median,NA,NA,NA,NA,40.79729757,-120.7251804,3173,2071,2920,30,182,1570,1802,0,1645,10749,1725,1725
202,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1350,128,40,NA,NA,NA,NA,78,NA,2,6.5,NA,0.186,0,NA,NA,0,NA,0,6_SHS_070_P,105+08893,P1.11,CA-70,NA,Unnamed Street 1,United States,California,Plumas,95984,Eastbound,40.0070404,-121.2494158,40.0195632,-121.1043044,9.840851366,0.001690502,Mar-22,no median,NA,NA,rocks,one side,40.01575419,-121.1731429,1034,42,541,0,0,949,30,30,492,10142,3985,541
203,2016,6,SHS_139_P,139,NA,10,4,4,2,99999,0,0,1,0,2,2,2,2,6,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,545,57,25,1.569,0.688,15,50,109,NA,2,10.3,NA,0.213,0,NA,NA,1,SPX16X303129,8.701,6_SHS_139_P,105+09009,P1.11,CA-139,NA,Termo Grasshopper Rd,United States,California,Lassen,96132,Northbound,40.766162,-120.725097,40.908418,-120.747093,10.38755221,0.001591355,Apr-21,no median,NA,NA,NA,NA,40.90229631,-120.7499534,2174,524,1410,0,335,3522,492,30,120,2097,641,641
207,2016,6,SHS_395_P,395,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,880,331,308,NA,NA,NA,NA,93,NA,2,0,NA,0.136,0,NA,NA,0,NA,0,6_SHS_395_P,105+07528,P1.11,US-395,NA,CA-299/12th St/N Main St,United States,California,Modoc,96101,Northbound,40.866294,-120.460618,41.494524,-120.542586,45.66814631,0.001656136,Nov-23,no median,NA,NA,cable,both sides,41.00249832,-120.4922816,1677,663,1415,0,30,6813,1852,30,234,720,30,30
211,2016,6,SHS_036_P,36,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,1350,90,42,NA,NA,NA,NA,67,NA,2,0.3,NA,0.027,0,NA,NA,0,NA,0,6_SHS_036_P,105+07555,P1.11,CA-36,NA,CA-172/Husky Way,United States,California,Tehama,96075,Eastbound,40.3136014,-122.0708826,40.3473432,-121.5973858,27.59806248,0.001950575,Aug-23,no median,NA,NA,NA,NA,40.34761728,-121.8514169,607,402,4718,0,90,12532,150,30,30,10770,785,785
214,2016,6,SHS_395_P,395,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,950,241,26,NA,NA,NA,NA,111,NA,2,0,NA,0.242,0,NA,NA,0,NA,0,6_SHS_395_P,105+08479,P1.11,US-395,NA,School House Rd,United States,California,Lassen,NA,Northbound,40.3819718,-120.3854254,40.798624,-120.365979,35.42444149,0.001663972,Nov-23,no median,NA,NA,NA,NA,40.69258455,-120.2940671,1800,811,4526,30,67,5536,0,60,1359,3713,1231,1231
216,2016,6,SHS_032_P,32,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1100,63,45,NA,NA,NA,NA,126,NA,2,5.7,NA,0.098,0,NA,NA,0,NA,0,6_SHS_032_P,105+07566,P1.11,CA-32,NA,CA-89/CA-36,United States,California,Tehama,NA,Eastbound,40.086246,-121.589348,40.2793982,-121.421222,21.35301674,0.001647128,Oct-23,no median,NA,NA,NA,NA,40.15142615,-121.5898232,162,150,9517,0,0,6252,30,60,2654,28950,5394,5394
219,2016,6,SHS_395_S,395,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,6300,690,101,NA,NA,NA,NA,68,NA,2,0.2,NA,0.18,0,NA,NA,0,NA,0,6_SHS_395_S,105-07526,P1.3,US-395,NA,CA-70,United States,California,Lassen,96109,Southbound,40.090829,-120.171973,39.7798054,-120.0388406,24.92194807,0.001302311,Nov-23,vegetative,sparse shrubs/trees,10-20 meters,NA,NA,39.7831883,-120.0387385,828,540,6309,0,0,5478,6259,30,42,10451,2743,2743
220,2016,6,SHS_005_P,5,NA,10,2,1,2,99998,1,0,1,0,6,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,29500,5289,655,1.972,0.244,11,50,69,NA,3,0,0,NA,0,NA,NA,0,NA,0,6_SHS_005_P,105+05360,P1.3,I-5,NA,CA-99W/Main St/Exit 647,United States,California,Tehama,96080,Northbound,40.0841156,-122.2166502,40.1502652,-122.222948,4.586911012,0.001454385,Jul-24,vegetative,dense shrubs/trees,10-20 meters,NA,NA,40.12947583,-122.2190569,60,1130,1702,0,0,366,6215,1590,30,365,1170,1170
221,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1350,128,40,NA,NA,NA,NA,112,NA,2,0,NA,0.242,0,NA,NA,0,NA,0,6_SHS_070_P,105+08892,P1.11,CA-70,NA,Howells Rd,United States,California,Plumas,95915,Eastbound,39.8998634,-121.3592962,40.0070404,-121.2494158,11.85142151,0.001632768,Oct-22,no median,NA,NA,NA,NA,40.00427702,-121.2611374,124,85,90,0,0,2192,30,30,216,4365,3343,90
222,2016,6,SHS_395_P,395,NA,10,3,3,2,99999,1,0,1,0,2,2,2,2,8,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,2175,602,239,4.152,1.648,15,58,124,NA,2,2.9,NA,0.196,0,NA,NA,1,SPX16X310653,6.232,6_SHS_395_P,105+07529,P1.11,US-395,NA,CA-299,United States,California,Modoc,96101,Northbound,41.503446,-120.519849,41.5394944,-120.4606272,4.10314262,0.001594354,Dec-23,no median,NA,NA,NA,NA,41.52791391,-120.4711061,426,95,834,0,30,1266,638,30,60,402,67,67
223,2016,6,SHS_036_P,36,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1100,47,29,NA,NA,NA,NA,73,NA,2,2.1,NA,0.103,0,NA,NA,0,NA,0,6_SHS_036_P,105+07556,P1.11,CA-36,NA,Lassen Park Rd/CA-89,United States,California,Tehama,96061,Eastbound,40.3477822,-121.5960656,40.3663102,-121.5359602,4.387724325,0.001741767,Nov-23,no median,NA,NA,NA,NA,40.35738104,-121.5730158,134,175,4152,30,134,6399,0,90,1697,7650,95,95
225,2016,6,SHS_036_P,36,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1350,90,42,NA,NA,NA,NA,92,NA,2,5.9,NA,0.165,0,NA,NA,0,NA,0,6_SHS_036_P,105+07555,P1.11,CA-36,NA,CA-172/Husky Way,United States,California,Tehama,96075,Eastbound,40.3136014,-122.0708826,40.3473432,-121.5973858,27.59806248,0.001742608,Aug-23,no median,NA,NA,NA,NA,40.31874889,-121.9619783,702,270,1006,0,0,15709,256,30,95,6457,1008,1006
226,2016,6,SHS_395_S,395,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,5350,690,101,NA,NA,NA,NA,56,NA,2,0,NA,0.041,0,NA,NA,0,NA,0,6_SHS_395_S,105-08475,P1.11,US-395,NA,CR-A25/Herlong Access Rd,United States,California,Lassen,96121,Southbound,40.283632,-120.4901174,40.1249432,-120.247357,17.36995406,0.001743151,Nov-23,no median,NA,NA,NA,NA,40.13151848,-120.2591614,350,810,516,0,0,4136,1332,30,30,2761,95,95
227,2016,6,SHS_395_P,395,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,850,195,33,NA,NA,NA,NA,71,NA,2,0,NA,0.056,0,NA,NA,0,NA,0,6_SHS_395_P,105+07528,P1.11,US-395,NA,CA-299/12th St/N Main St,United States,California,Modoc,96101,Northbound,40.866294,-120.460618,41.494524,-120.542586,45.66814631,0.001603684,Nov-23,no median,intersection,NA,cable,T,41.05206554,-120.4750182,30,376,560,0,0,5457,395,30,313,95,424,424
233,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1350,128,40,NA,NA,NA,NA,74,NA,2,0.3,NA,0.168,0,NA,NA,0,NA,0,6_SHS_070_P,105+08892,P1.11,CA-70,NA,Howells Rd,United States,California,Plumas,95915,Eastbound,39.8998634,-121.3592962,40.0070404,-121.2494158,11.85142151,0.001473294,Mar-22,no median,NA,NA,NA,NA,40.00505426,-121.2626526,0,42,67,0,0,2180,30,60,90,4428,3217,67
235,2016,6,SHS_032_P,32,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1050,60,29,NA,NA,NA,NA,104,NA,2,17.3,NA,0.136,0,NA,NA,0,NA,0,6_SHS_032_P,105+08886,P1.11,CA-32,NA,Soda Springs Rd,United States,California,Butte,95942,Eastbound,39.977013,-121.640231,40.086246,-121.589348,8.988970366,0.001732074,Oct-23,no median,NA,NA,thrie beam,both sides,40.06333476,-121.6052566,1664,0,11529,0,1084,11666,30,170,671,21531,3960,3960
240,2016,6,SHS_036_P,36,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,4000,60,52,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,6_SHS_036_P,105+08490,P1.11,CA-36,NA,CR-A13,United States,California,Plumas,NA,Eastbound,40.311547,-121.227165,40.305064,-121.143129,4.972540069,0.001378216,Nov-23,no median,NA,NA,thrie beam,one side,40.31324299,-121.2128542,816,60,210,30,30,859,890,60,691,1718,0,0
242,2016,6,SHS_089_P,89,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,970,93,95,NA,NA,NA,NA,197,NA,2,15.7,NA,0.141,0,NA,NA,0,NA,0,6_SHS_089_P,105+08887,P1.11,CA-89,NA,Prattville Butt Reservoir Rd,United States,California,Plumas,95923,Northbound,40.171948,-121.0806112,40.204372,-121.168114,5.612558412,0.00154769,Jan-09,no median,overpass,NA,concrete,both sides,40.17308661,-121.0890295,242,30,192,0,0,8031,134,30,90,12559,150,150
243,2016,6,SHS_395_P,395,NA,10,3,3,2,99999,1,0,1,0,4,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,9400,768,191,NA,NA,NA,NA,91,NA,2,9.1,NA,0.136,0,NA,NA,0,NA,0,6_SHS_395_P,105+07526,P1.3,US-395,NA,CA-70,United States,California,Lassen,96109,Northbound,39.673992,-120.00121,39.770899,-120.038436,7.362413713,0.001513238,Nov-23,vegetative,grass,40-50 meters,cable,both sides,39.72320844,-120.0378366,537,466,6025,0,0,6534,4830,30,342,7047,457,457
