"cid","YEAR_RECOR","STATE_CODE","ROUTE_ID","ROUTE_NUMB","ROUTE_NAME","ROUTE_QUAL","ROUTE_SIGN","F_SYSTEM","FACILITY_T","URBAN_CODE","NHS","STRAHNET","OWNERSHIP","TRUCK","THROUGH_LA","PEAK_LANES","COUNTER_PE","SHOULDER_T","SHOULDER_W","SHOULDER_1","LANE_WIDTH","MEDIAN_TYP","MEDIAN_WID","ACCESS_CON","WIDENING_O","WIDENING_P","HOV_LANES","HOV_TYPE","SPEED_LIMI","TOLL_CHARG","TOLL_ID","TOLL_TYPE","AADT","AADT_COMBI","AADT_SINGL","PCT_PEAK_C","PCT_PEAK_S","K_FACTOR","DIR_FACTOR","IRI","PSR","SURFACE_TY","CRACKING_P","FAULTING","RUTTING","STRUCTURE_","YEAR_LAST_","YEAR_LAST1","IS_SAMPLE","SAMPLE_ID","EXPANSION_","National_R","TMC","TMC_Type","TMC_RoadNu","TMC_RoadNa","TMC_FirstN","TMC_Countr","TMC_State","TMC_County","TMC_Zip","TMC_Direct","TMC_StartL","TMC_Star_1","TMC_EndLat","TMC_EndLon","TMC_Miles","Shape_Leng","StreetImageryDate","MedianType","SecondaryAttribute","MedianWidth","RoadsideBarrier","MedianNotes","Latitude","Longitude","bldg_dist","nhd_dist","11_dist","21222324_dist","222324_dist","31_dist","414243_dist","5152_dist","71_dist","8182_dist","9095_dist","119095_dist"
1571,2016,6,"SHS_139_P",139,NA,10,4,3,2,99999,1,0,1,0,2,2,1,2,7,0,12,1,0,3,"ABC",0,0,0,65,0,NA,0,1275,321,137,3.776,1.612,15,60,52,NA,2,0,NA,0.09,0,NA,NA,1,"SPX16X303178",1.707,"6_SHS_139_P","105+09019","P1.11","CA-139",NA,"CR-141","United States","California","Modoc",96134,"Northbound",41.844673,-121.310655,41.878774,-121.364045,3.62272963162,0.00166350172364,"08/2024","no median",NA,NA,NA,NA,41.8720750836982,-121.353075960387,488,765,3121,30,30,5485,2890,750,755,0,3102,3102
1572,2016,6,"SHS_299_P",299,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3150,203,118,NA,NA,NA,NA,89,NA,2,0.9,NA,0.114,0,NA,NA,0,NA,0,"6_SHS_299_P","105-08857","P1.11","CA-299",NA,"Slattery Pond Rd/La Grange Rd","United States","California","Trinity",96048,"Eastbound",40.7688566,-123.121891,40.7325822,-123.0220408,8.22364634628,0.00174419269955,"10/2023","no median",NA,NA,NA,NA,40.7411771512046,-123.062714673044,180,150,150,0,30,180,30,42,170,25173,153,150
1573,2016,6,"SHS_299_S",299,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3150,203,118,NA,NA,NA,NA,145,NA,2,10.8,NA,0.241,0,NA,NA,0,NA,0,"6_SHS_299_S","105+08857","P1.11","CA-299",NA,"Slattery Pond Rd/La Grange Rd","United States","California","Trinity",96093,"Westbound",40.732757,-122.940515,40.7325822,-123.0220408,5.99268212159,0.0015499367443,"12/2023","no median",NA,NA,NA,NA,40.7362919196364,-122.94861069193,60,30,2496,0,0,3947,190,108,192,27055,1590,1590
1574,2016,6,"SHS_036_P",36,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,570,7,7,NA,NA,NA,NA,145,NA,2,23.1,NA,0.083,0,NA,NA,0,NA,0,"6_SHS_036_P","105+20670","P1.11","CA-36",NA,"CR-A16/Beegum Gorge Rd","United States","California","Shasta",96076,"Eastbound",40.3831676,-123.0228982,40.3613612,-122.887834,9.22492978939,0.00178532150077,"10/2023","no median",NA,NA,NA,NA,40.3821247947236,-123.00255457963,518,256,9326,0,0,5236,30,30,1198,12828,4886,4886
1575,2016,6,"SHS_139_P",139,NA,10,4,4,2,99999,0,0,1,0,2,2,2,2,6,0,12,1,0,3,"ABC",0,0,0,65,0,NA,0,545,57,25,1.569,0.688,15,50,159,NA,2,0.5,NA,0.033,0,NA,NA,1,"SPX16X303123",8.701,"6_SHS_139_P","105+09007","P1.11","CA-139",NA,"CR-A1/Eagle Lake Rd","United States","California","Lassen",96130,"Northbound",40.54163,-120.622474,40.73907,-120.710007,15.5198591928,0.00158180874053,"11/2023","no median",NA,NA,NA,NA,40.6342774330572,-120.6497750209,481,175,3192,0,0,2506,351,30,365,1917,648,648
1576,2016,6,"SHS_096_P",96,NA,0,0,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,700,13,46,NA,NA,NA,NA,88,NA,2,2.1,NA,0.128,0,NA,NA,0,NA,0,"6_SHS_096_P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.00167907955696,"04/2021","no median",NA,NA,NA,NA,41.8687018822861,-123.284673750893,443,108,150,30,134,331,0,85,553,350,60,60
1577,2016,6,"SHS_096_P",96,NA,0,0,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,720,86,67,NA,NA,NA,NA,176,NA,2,0,NA,0.114,0,NA,NA,0,NA,0,"6_SHS_096_P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.00164132948203,"08/2024","no median","pull-out",NA,NA,NA,41.7794348549347,-123.032884935991,400,60,30,0,150,420,30,90,85,379,408,30
1578,2016,6,"SHS_139_P",139,NA,10,4,4,2,99999,0,0,1,0,2,2,2,2,6,0,12,1,0,3,"ABC",0,0,0,65,0,NA,0,545,57,25,1.569,0.688,15,50,165,NA,2,1.8,NA,0.261,0,NA,NA,1,"SPX16X303128",8.701,"6_SHS_139_P","105+09009","P1.11","CA-139",NA,"Termo Grasshopper Rd","United States","California","Lassen",96132,"Northbound",40.766162,-120.725097,40.9084179997,-120.747093,10.3875522127,0.00156733979865,"11/2023","no median",NA,NA,NA,NA,40.8148874548922,-120.734435609216,2552,182,3254,30,67,547,511,0,474,11056,1200,1200
1579,2016,6,"SHS_005_P",5,NA,10,2,1,2,99999,1,0,1,0,4,2,1,2,5,0,12,7,16,1,"ABC",0,0,0,65,0,NA,0,6400,2559,603,4.798,1.131,12,52,45,NA,5,3.9,NA,NA,0,NA,NA,1,"SPX16X281179",1.74,"6_SHS_005_P","105+05432","P1.3","I-5",NA,"CA-96/Klamathon Rd/Exit 786","United States","California","Siskiyou",96097,"Northbound",41.74191,-122.62454,41.852111,-122.569861,9.41211780314,0.0015633717415,"04/2018","concrete",NA,NA,"thrie beam",NA,41.8425996390621,-122.575036559689,335,255,228,0,0,42,67,42,285,967,745,228
1580,2016,6,"SHS_036_P",36,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3525,104,97,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,"6_SHS_036_P","105+08489","P1.11","CA-36",NA,"1st Ave/Feather River Dr","United States","California","Plumas",96020,"Eastbound",40.292646,-121.242655,40.311547,-121.227165,1.54536831813,0.00184005543391,"11/2023","no median","intersection",NA,NA,"4-way junction, no break in median",40.2947759691357,-121.241048852922,60,342,947,0,0,735,162,85,1065,2197,306,306
1581,2016,6,"SHS_005_P",5,NA,10,2,1,2,99998,1,0,1,0,4,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,18500,3820,360,NA,NA,NA,NA,40,NA,2,5.2,NA,0.125,0,NA,NA,0,NA,0,"6_SHS_005_P","105+05429","P1.3","I-5",NA,"CA-3/Exit 773","United States","California","Siskiyou",96097,"Northbound",41.670566,-122.614672,41.7006508,-122.6416896,2.58556201326,0.00159891990145,"04/2018","vegetative","grass","10-20 meters",NA,NA,41.6920396809866,-122.638367509753,42,150,1592,0,0,993,258,95,30,1187,631,631
1582,2016,6,"SHS_161_S",0,NA,0,0,4,6,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,"6_SHS_161_S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.0407469257058,"07/2024","no median",NA,NA,NA,NA,41.9996300241064,-121.64004368257,947,918,845,0,0,499,2713,1237,693,30,30,30
1583,2016,6,"SHS_089_P",89,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2650,160,151,NA,NA,NA,NA,76,NA,2,0,NA,0.103,0,NA,NA,0,NA,0,"6_SHS_089_P","105+08780","P1.11","CA-89",NA,"Main St (Greenville)","United States","California","Plumas",95947,"Northbound",40.085842,-120.918909,40.139739,-120.950921,5.62105255391,0.00133678482025,"03/2022","no median",NA,NA,NA,NA,40.1352088843826,-120.925843407747,60,90,721,0,0,15889,85,95,30,371,42,42
1584,2016,6,"SHS_263_P",263,NA,10,4,4,2,99998,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1800,53,58,NA,NA,NA,NA,105,NA,2,1.5,NA,0.223,0,NA,NA,0,NA,0,"6_SHS_263_P","105+21324","P1.11","CA-263",NA,"CA-96","United States","California","Siskiyou",96097,"Northbound",41.740504,-122.633238,41.832334,-122.590945,8.08873427476,0.000580325422038,"08/2024","no median",NA,NA,"cable",NA,41.760509795191,-122.622222601592,60,120,2792,0,30,525,175,42,30,691,485,485
1585,2016,6,"SHS_005_P",5,NA,10,2,1,2,99998,1,0,1,0,4,1,1,2,12,12,12,2,8,1,"AB",0,0,0,65,0,NA,0,7700,3079,317,4.798,0.494,12,52,52,NA,2,0,NA,0.261,0,NA,NA,1,"SPX16X281174",1,"6_SHS_005_P","105+05432","P1.3","I-5",NA,"CA-96/Klamathon Rd/Exit 786","United States","California","Siskiyou",96097,"Northbound",41.74191,-122.62454,41.852111,-122.569861,9.41211780314,0.00121863704287,"07/2022","vegetative","grass","20-30 meters","cable",NA,41.7542742657448,-122.605822089018,564,1337,1377,0,0,595,272,95,42,1338,1369,1369
1586,2016,6,"SHS_036_P",36,NA,0,0,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,635,17,10,0.321,0.189,12,57,112,NA,2,9.7,NA,0.149,0,NA,NA,0,NA,0,"6_SHS_036_P","105+20666","P1.11","CA-36",NA,"Lower Rattlesnake Rd","United States","California","Trinity",96041,"Eastbound",40.3758398,-123.3672364,40.3925936,-123.2269274,8.94884222667,0.000534446606878,"08/2023","no median","pull-out",NA,NA,NA,40.3925042517699,-123.227371120181,382,170,8647,30,30,8525,60,0,992,15846,8614,8614
1587,2016,6,"SHS_273_S",273,NA,0,0,2,2,73774,1,0,1,0,4,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,21600,257,290,NA,NA,NA,NA,148,NA,2,1.5,NA,0.146,0,NA,NA,0,NA,0,"6_SHS_273_S","105-09074","P1.11","CA-273",NA,"Happy Valley Rd","United States","California","Shasta",96001,"Southbound",40.52881,-122.3835866,40.494454,-122.365946,2.67246696132,0.00164090456422,"07/2023","gravel",NA,"<10 meters","short fence",NA,40.5187789829637,-122.381792480439,85,510,841,0,0,933,1195,618,324,751,552,552
1588,2016,6,"SHS_089_P",89,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,2975,419,315,NA,NA,NA,NA,66,NA,2,0,NA,0.079,0,NA,NA,0,NA,0,"6_SHS_089_P","105+07525","P1.3","CA-89",NA,"I-5","United States","California","Siskiyou",96067,"Northbound",41.251182,-122.1367982,41.2864116,-122.2997768,9.65576979966,0.00189591900041,"07/2024","no median","pull-out",NA,"thrie beam",NA,41.2697275566815,-122.211250614424,792,255,6798,30,30,4755,0,390,940,685,3137,3137
1589,2016,6,"SHS_003_P",3,NA,10,4,4,2,99999,0,0,1,0,2,2,4,2,2,0,12,1,0,3,"AB",0,0,0,65,0,NA,0,200,5,4,0.425,0.34,17,50,77,NA,2,11.4,NA,0.115,0,NA,NA,1,"SPX16X279022",1.493,"6_SHS_003_P","105+20689","P1.11","CA-3",NA,"Gazelle Callahan Rd","United States","California","Siskiyou",96014,"Northbound",41.2756798,-122.6976088,41.31018,-122.7688174,6.53815265394,0.00163328066619,"07/2024","no median","pull-out",NA,NA,NA,41.2996675380265,-122.748317194083,1533,190,1932,0,0,702,30,300,1006,1337,1195,1195
1590,2016,6,"SHS_299_P",299,NA,10,3,3,2,99999,1,0,1,0,2,2,2,2,8,0,12,1,0,2,"ABC",4,0,0,65,0,NA,0,4875,374,145,1.151,0.446,15,50,150,NA,2,14.8,NA,0.168,0,NA,NA,1,"SPX16X309613",6.232,"6_SHS_299_P","105-08730","P1.11","CA-299",NA,"Rock Creek Rd","United States","California","Shasta",96033,"Eastbound",40.669539,-122.645859,40.604386,-122.502299,9.65826771108,0.00176316079021,"07/2024","no median",NA,NA,NA,"roadside steep hill may be confounding",40.6252413599009,-122.538550676672,1777,212,234,30,30,1294,0,242,42,12596,1134,234
1591,2016,6,"SHS_036_P",36,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1825,729,138,NA,NA,NA,NA,98,NA,2,29.8,NA,0.119,0,NA,NA,0,NA,0,"6_SHS_036_P","105+08486","P1.11","CA-36",NA,"CR-A6/Manton Rd/Long Rd","United States","California","Tehama",96080,"Eastbound",40.1861116,-122.1860154,40.3136014,-122.0708826,11.2484741606,0.00176862717091,"11/2023","no median",NA,NA,"cable",NA,40.2834720701799,-122.117528005713,1610,170,242,0,0,5543,212,95,30,5249,216,216
1592,2016,6,"SHS_299_P",299,NA,10,3,5,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,660,263,191,NA,NA,NA,NA,256,NA,2,54.2,NA,0.221,0,NA,NA,0,NA,0,"6_SHS_299_P","105+09215","P1.11","CA-299",NA,"CR-1/Main St","United States","California","Modoc",96104,"Eastbound",41.559756,-120.317978,41.529563,-120.171912,8.64601085611,0.00185863693283,"08/2024","no median",NA,NA,NA,NA,41.561275317402,-120.278290331234,779,60,3353,0,42,9996,30,85,1289,7826,1613,1613
1593,2016,6,"SHS_299_P",299,NA,10,3,3,2,99999,1,0,1,0,3,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,3950,311,140,NA,NA,NA,NA,60,NA,2,1.3,NA,0.112,0,NA,NA,0,NA,0,"6_SHS_299_P","105-08856","P1.11","CA-299",NA,"E County Line Rd","United States","California","Trinity",96052,"Eastbound",40.663834,-122.796177,40.636159,-122.7329566,4.82970551686,0.00166071813968,"07/2024","no median",NA,NA,NA,NA,40.653289807079,-122.751574444105,391,42,834,0,30,2558,42,270,30,20772,5190,834
1594,2016,6,"SHS_395_P",395,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,5350,690,101,NA,NA,NA,NA,69,NA,2,0,NA,0.195,0,NA,NA,0,NA,0,"6_SHS_395_P","105+08476","P1.11","US-395",NA,"CR-A3/Standish Buntingville Rd (Janesville)","United States","California","Lassen",96121,"Northbound",40.1249432,-120.247357,40.283632,-120.4901174,17.369954063,0.000784432039136,"11/2023","no median",NA,NA,NA,NA,40.1300153966932,-120.256316904302,60,663,531,0,0,3852,1473,30,108,2800,127,127
1595,2016,6,"SHS_395_P",395,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,765,70,23,NA,NA,NA,NA,102,NA,2,40.4,NA,0.243,0,NA,NA,0,NA,0,"6_SHS_395_P","105+09211","P1.11","US-395",NA,"CR-133C","United States","California","Modoc",96108,"Northbound",41.668224,-120.386301,41.789838,-120.369565,8.54201199184,0.00150566483923,"08/2024","no median",NA,NA,"cable",NA,41.7530011602754,-120.375419850646,67,255,255,0,60,858,153,30,30,42,384,255
1596,2016,6,"SHS_036_P",36,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,1350,90,42,NA,NA,NA,NA,81,NA,2,3.8,NA,0.115,0,NA,NA,0,NA,0,"6_SHS_036_P","105+07555","P1.11","CA-36",NA,"CA-172/Husky Way","United States","California","Tehama",96075,"Eastbound",40.3136014,-122.0708826,40.3473432,-121.5973858,27.5980624771,0.00182250325119,"10/2023","no median",NA,NA,NA,NA,40.3494679192091,-121.637661588012,309,324,1304,0,0,7738,30,212,1383,12258,430,430
1597,2016,6,"SHS_299_P",299,NA,10,3,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,1090,64,123,NA,NA,NA,NA,57,NA,2,0,NA,0.067,0,NA,NA,0,NA,0,"6_SHS_299_P","105+07581","P1.11","CA-299",NA,"CA-139 (Canby)","United States","California","Modoc",96054,"Eastbound",41.187467,-120.945166,41.4379632,-120.8787182,21.4221815436,0.00168847897338,"08/2024","no median",NA,NA,NA,NA,41.319058747863,-120.902156862249,404,42,4391,0,242,1680,30,134,108,6505,553,553
1598,2016,6,"SHS_044_P",44,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,7250,94,133,NA,NA,NA,NA,33,NA,2,0,NA,0.04,0,NA,NA,0,NA,0,"6_SHS_044_P","105-08754","P1.11","CA-44",NA,"Old 44 Dr/Millville Plains Rd","United States","California","Shasta",96073,"Eastbound",40.555672,-122.233436,40.538434,-122.174239,3.47244484156,0.00184117809466,"08/2023","no median",NA,NA,"cable",NA,40.5517276498113,-122.198808061343,300,108,900,0,30,2399,516,60,30,631,840,840
1599,2016,6,"SHS_003_P",3,NA,10,4,3,2,99998,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,9125,66,48,NA,NA,NA,NA,53,NA,2,0,NA,0.094,0,NA,NA,0,NA,0,"6_SHS_003_P","105+20698","P1.3","CA-3",NA,"I-5 (South)","United States","California","Siskiyou",96097,"Northbound",41.677424,-122.72335,41.703822,-122.645064,5.76166881121,0.0016252004666,"01/2009","no median",NA,NA,"other fence",NA,41.6932744780348,-122.651851977787,42,234,1591,0,0,366,272,30,30,335,277,277
1600,2016,6,"SHS_299_P",299,NA,10,3,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3825,236,117,NA,NA,NA,NA,51,NA,2,0,NA,0.079,0,NA,NA,0,NA,0,"6_SHS_299_P","105+08494","P1.11","CA-299",NA,"Oak Run Rd","United States","California","Shasta",96008,"Eastbound",40.638431,-122.242354,40.7556644,-122.0256232,15.3063499035,0.000343018810158,"08/2024","no median",NA,NA,"cable",NA,40.6418192196813,-122.230473426208,67,67,524,0,30,384,95,60,30,1006,306,306
1601,2016,6,"SHS_005_S",5,NA,10,2,1,2,73774,1,0,1,0,4,2,1,2,5,0,12,7,22,1,"ABC",0,0,0,65,0,NA,0,23900,5149,1401,2.37,0.645,11,58,76,NA,2,1.1,NA,0.108,0,NA,NA,1,"SPX16X281034",1,"6_SHS_005_S","105N05387","P1.3","I-5",NA,"Old Oregon Trl/Exit 687","United States","California","Shasta",96003,"Southbound",40.7088144,-122.3353948,40.7030638,-122.3390188,0.44029727689,0.00157778311049,"07/2024","concrete",NA,NA,NA,NA,40.705989972859,-122.337181580665,150,510,3276,0,30,3486,331,212,124,150,1380,1380
1604,2016,6,"SHS_089_P",89,NA,10,4,3,2,99999,1,0,1,0,2,2,3,2,2,0,12,1,0,3,"ABC",0,0,0,65,0,NA,0,1500,201,77,2.01,0.77,15,50,48,NA,2,0.1,NA,0.061,0,NA,NA,1,"SPX16X295521",1.707,"6_SHS_089_P","105+09030","P1.11","CA-89",NA,"Harris Spring Rd","United States","California","Siskiyou",96057,"Northbound",41.179474,-121.709196,41.25272,-121.824027,8.42685951812,0.0017456805347,"08/2024","no median",NA,NA,NA,NA,41.2447867510078,-121.806519602997,1919,85,8586,0,190,9828,30,331,792,1873,379,379
1605,2016,6,"SHS_395_S",395,NA,10,3,3,2,99999,1,0,1,0,5,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,9400,768,191,NA,NA,NA,NA,117,NA,2,7.5,NA,0.229,0,NA,NA,0,NA,0,"6_SHS_395_S","105-08521","P3.14","US-395",NA,"CA--NV State Border","United States","California","Lassen",96109,"Southbound",39.771729,-120.039058,39.673335,-120.001209,7.48529604182,0.00152776727552,"08/2024","vegetative","sparse shrubs/trees","40-50 meters","cable, tall fence",NA,39.7193611732796,-120.038219426285,618,391,5848,0,0,6821,4510,30,351,6879,390,390
1606,2016,6,"SHS_036_P",36,NA,0,0,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,495,77,67,NA,NA,NA,NA,121,NA,2,1.5,NA,0.084,0,NA,NA,0,NA,0,"6_SHS_036_P","105+20665","P1.11","CA-36",NA,"Klondike Mine Rd","United States","California","Trinity",95552,"Eastbound",40.444564,-123.495309,40.3758398,-123.3672364,10.2813039854,0.001740574957,"05/2018","no median",NA,NA,"thrie beam",NA,40.3767595356241,-123.368633007407,1045,255,3252,0,30,4769,30,30,90,22851,3549,3252
1607,2016,6,"SHS_299_P",299,NA,10,3,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,915,323,208,NA,NA,NA,NA,159,NA,2,54.2,NA,0.189,0,NA,NA,0,NA,0,"6_SHS_299_P","105+07580","P1.11","CA-299",NA,"CA-139 (Adin)","United States","California","Lassen",96056,"Eastbound",41.1320498,-121.1317802,41.187085,-120.945455,10.796600742,0.00169658173025,"08/2024","no median",NA,NA,"cable",NA,41.1708028699566,-120.982927387189,201,60,242,0,60,309,3891,626,30,134,552,242
1608,2016,6,"SHS_299_P",299,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2700,470,418,NA,NA,NA,NA,112,NA,2,12.8,NA,0.125,0,NA,NA,0,NA,0,"6_SHS_299_P","105-08858","P1.11","CA-299",NA,"Friedrich Rd","United States","California","Trinity",95527,"Eastbound",40.869995,-123.522613,40.7894786,-123.446787,8.28811358753,0.00171243518631,"10/2022","no median",NA,NA,"rocks, thrie beam","roadside steep hill may be confounding",40.8480321002013,-123.48331597835,811,180,256,0,0,450,30,30,295,15060,1895,256
1609,2016,6,"SHS_032_P",32,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1100,63,45,NA,NA,NA,NA,152,NA,2,0.2,NA,0.073,0,NA,NA,0,NA,0,"6_SHS_032_P","105+07566","P1.11","CA-32",NA,"CA-89/CA-36","United States","California","Tehama",NA,"Eastbound",40.086246,-121.589348,40.2793982,-121.421222,21.3530167376,0.00162628498004,"10/2023","no median",NA,NA,NA,NA,40.2030833793945,-121.513787409062,1328,42,6507,0,663,10643,30,127,1986,23343,3327,3327
1610,2016,6,"SHS_284_P",284,NA,10,4,5,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,350,6,0,NA,NA,NA,NA,194,NA,2,19.6,NA,0.218,0,NA,NA,0,NA,0,"6_SHS_284_P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.00157877743915,"02/2009","no median",NA,NA,"cable",NA,39.8440352290426,-120.146423112836,576,395,5001,0,908,8295,631,30,240,3169,342,342
1611,2016,6,"SHS_036_P",36,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,570,7,7,NA,NA,NA,NA,125,NA,2,4.4,NA,0.17,0,NA,NA,0,NA,0,"6_SHS_036_P","105+20670","P1.11","CA-36",NA,"CR-A16/Beegum Gorge Rd","United States","California","Shasta",96076,"Eastbound",40.3831676,-123.0228982,40.3613612,-122.887834,9.22492978939,0.00179483665932,"10/2023","no median","pull-out",NA,NA,NA,40.3697704210682,-122.983276927188,313,67,7696,0,42,7122,95,30,934,14789,5387,5387
1613,2016,6,"SHS_139_P",139,NA,10,4,4,2,99999,0,0,1,0,2,2,2,2,6,0,12,1,0,3,"ABC",0,0,0,65,0,NA,0,545,57,25,1.569,0.688,15,50,194,NA,2,0.2,NA,0.064,0,NA,NA,1,"SPX16X303123",8.701,"6_SHS_139_P","105+09007","P1.11","CA-139",NA,"CR-A1/Eagle Lake Rd","United States","California","Lassen",96130,"Northbound",40.54163,-120.622474,40.73907,-120.710007,15.5198591928,0.00157204606893,"11/2023","no median",NA,NA,NA,NA,40.6199682192579,-120.642907405652,1434,404,2690,0,67,1590,150,30,90,2971,1020,1020
1614,2016,6,"SHS_005_P",5,NA,0,0,1,2,99999,1,0,1,0,5,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,19200,4340,538,NA,NA,NA,NA,38,NA,2,0,NA,0.133,0,NA,NA,0,NA,0,"6_SHS_005_P","105+05400","P1.3","I-5",NA,"Slate Creek Rd","United States","California","Shasta",96051,"Northbound",40.941108,-122.43049,40.9781258,-122.4324924,3.12202887982,0.00158788245412,"04/2018","concrete",NA,NA,"thrie beam",NA,40.9666940981542,-122.436255845331,360,212,212,0,0,421,216,240,30,3242,242,212
1615,2016,6,"SHS_036_P",36,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1030,407,109,NA,NA,NA,NA,72,NA,2,9.8,NA,0.074,0,NA,NA,0,NA,0,"6_SHS_036_P","105+20673","P1.11","CA-36",NA,"Shasta View Dr","United States","California","Tehama",96080,"Eastbound",40.2786146,-122.4923842,40.221357,-122.355334,10.5634499153,0.00177036118515,"10/2023","no median",NA,NA,"cable",NA,40.222580425946,-122.403640865633,1006,30,677,0,0,5102,594,30,120,7705,5214,677
1616,2016,6,"SHS_036_P",36,NA,10,4,4,2,99999,0,0,1,0,3,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,1350,90,42,NA,NA,NA,NA,78,NA,2,3.1,NA,0.125,0,NA,NA,0,NA,0,"6_SHS_036_P","105+07555","P1.11","CA-36",NA,"CA-172/Husky Way","United States","California","Tehama",96075,"Eastbound",40.3136014,-122.0708826,40.3473432,-121.5973858,27.5980624771,0.000567035899654,"11/2023","no median",NA,NA,"cable",NA,40.345348479249,-121.75753367414,285,283,883,0,30,15390,30,42,649,9985,4116,883
1617,2016,6,"SHS_299_P",299,NA,10,3,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2900,312,106,NA,NA,NA,NA,61,NA,2,0,NA,0.061,0,NA,NA,0,NA,0,"6_SHS_299_P","105+07579","P1.11","CA-299",NA,"CA-89","United States","California","Shasta",96065,"Eastbound",40.7556644,-122.0256232,40.937814,-121.6070076,33.0599570631,0.00160828576456,"08/2024","no median",NA,NA,NA,NA,40.8657307697593,-121.844892764589,60,342,5575,30,42,8401,0,67,1266,2365,792,792
