"cid","YEAR_RECOR","STATE_CODE","ROUTE_ID","ROUTE_NUMB","ROUTE_NAME","ROUTE_QUAL","ROUTE_SIGN","F_SYSTEM","FACILITY_T","URBAN_CODE","NHS","STRAHNET","OWNERSHIP","TRUCK","THROUGH_LA","PEAK_LANES","COUNTER_PE","SHOULDER_T","SHOULDER_W","SHOULDER_1","LANE_WIDTH","MEDIAN_TYP","MEDIAN_WID","ACCESS_CON","WIDENING_O","WIDENING_P","HOV_LANES","HOV_TYPE","SPEED_LIMI","TOLL_CHARG","TOLL_ID","TOLL_TYPE","AADT","AADT_COMBI","AADT_SINGL","PCT_PEAK_C","PCT_PEAK_S","K_FACTOR","DIR_FACTOR","IRI","PSR","SURFACE_TY","CRACKING_P","FAULTING","RUTTING","STRUCTURE_","YEAR_LAST_","YEAR_LAST1","IS_SAMPLE","SAMPLE_ID","EXPANSION_","National_R","TMC","TMC_Type","TMC_RoadNu","TMC_RoadNa","TMC_FirstN","TMC_Countr","TMC_State","TMC_County","TMC_Zip","TMC_Direct","TMC_StartL","TMC_Star_1","TMC_EndLat","TMC_EndLon","TMC_Miles","Shape_Leng","StreetImageryDate","MedianType","SecondaryAttribute","MedianWidth","RoadsideBarrier","MedianNotes","Latitude","Longitude","bldg_dist","nhd_dist","11_dist","21222324_dist","222324_dist","31_dist","414243_dist","5152_dist","71_dist","8182_dist","9095_dist","119095_dist"
3823,2016,6,"SHS_299_P",299,NA,10,3,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,1090,64,123,NA,NA,NA,NA,49,NA,2,1,NA,0.1,0,NA,NA,0,NA,0,"6_SHS_299_P","105+07581","P1.11","CA-299",NA,"CA-139 (Canby)","United States","California","Modoc",96054,"Eastbound",41.187467,-120.945166,41.4379632,-120.8787182,21.4221815436,0.00168622076955,"08/2024","no median",NA,NA,NA,NA,41.2718802161991,-120.895048826742,722,42,908,0,95,3852,30,90,390,1172,1431,908
3824,2016,6,"SHS_096_P",96,NA,10,4,4,2,99999,0,0,1,0,2,2,0,2,6,0,12,1,0,3,"ABC",0,0,0,65,0,NA,0,325,13,16,0.6,0.738,15,50,159,NA,2,2.3,NA,0.163,0,NA,NA,1,"SPX16X296380",1.493,"6_SHS_096_P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.00168038850436,"04/2021","no median",NA,NA,NA,NA,41.7658031202179,-123.403863290259,90,30,90,30,30,108,0,60,201,150,201,90
3825,2016,6,"SHS_096_P",96,NA,0,0,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,745,59,88,NA,NA,NA,NA,155,NA,2,2.1,NA,0.15,0,NA,NA,0,NA,0,"6_SHS_096_P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.00168752436618,"08/2024","no median",NA,NA,NA,NA,41.8431860761766,-122.91204978477,175,30,42,0,0,4410,120,30,67,1150,731,42
3826,2016,6,"SHS_089_S",89,NA,0,0,3,2,99999,1,0,1,0,3,2,1,2,2,0,12,1,0,3,"ABC",0,0,0,65,0,NA,0,1425,146,176,1.434,1.729,14,62,73,NA,2,4.3,NA,0.141,0,NA,NA,1,"SPX16X295487",1.707,"6_SHS_089_S","105-07524","P1.11","CA-89",NA,"CA-299","United States","California","Shasta",96013,"Southbound",41.016472,-121.634455,40.9385296,-121.6068244,6.78793758223,0.00148976074217,"08/2024","no median",NA,NA,NA,NA,40.9599844362328,-121.615182545138,2160,1527,3240,0,150,3089,30,67,874,2732,3443,3240
3827,2016,6,"SHS_299_P",299,NA,10,3,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3825,236,117,NA,NA,NA,NA,101,NA,2,0,NA,0.149,0,NA,NA,0,NA,0,"6_SHS_299_P","105+07579","P1.11","CA-299",NA,"CA-89","United States","California","Shasta",96065,"Eastbound",40.7556644,-122.0256232,40.937814,-121.6070076,33.0599570631,0.00159882746357,"07/2024","no median",NA,NA,NA,NA,40.7860251059739,-121.957467973768,67,85,2363,30,30,7927,60,0,362,3915,962,962
3828,2016,6,"SHS_005_P",5,NA,10,2,1,2,73774,1,0,1,0,6,2,2,2,5,0,12,2,60,1,"AB",0,0,0,65,0,NA,0,51000,5024,867,0.887,0.153,9,54,48,NA,2,0.2,NA,0.11,0,NA,NA,1,"SPX16X280997",3.239,"6_SHS_005_P","105P05372","P1.3","I-5",NA,"CA-273/Exit 667","United States","California","Shasta",96007,"Northbound",40.4241524,-122.2825278,40.43101,-122.284488,0.48577542038,0.00150640820671,"11/2018","concrete","grass",NA,NA,NA,40.4290088289943,-122.283742405987,192,201,433,0,0,446,382,124,30,300,902,433
3829,2016,6,"SHS_299_P",299,NA,10,3,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3200,217,67,NA,NA,NA,NA,86,NA,2,0,NA,0.181,0,NA,NA,0,NA,0,"6_SHS_299_P","105+08495","P1.11","CA-299",NA,"CR-A20/Bridge St/Glenburn Rd","United States","California","Shasta",96028,"Eastbound",40.9385086,-121.6062304,41.00121,-121.44664,10.9646256741,0.00170989256265,"08/2024","no median",NA,NA,NA,NA,40.9493450454376,-121.593662836071,931,967,2065,0,350,1340,30,108,1116,4414,2601,2065
3830,2016,6,"SHS_395_P",395,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,765,70,23,NA,NA,NA,NA,123,NA,2,0.6,NA,0.181,0,NA,NA,0,NA,0,"6_SHS_395_P","105+09210","P1.11","US-395",NA,"CR-52/Franklin Canyon Rd","United States","California","Modoc",96101,"Northbound",41.540426,-120.4596108,41.668224,-120.386301,9.87126126246,0.00150897704142,"08/2024","no median",NA,NA,"cable, short fence","both sides",41.6524520218434,-120.394622931303,693,815,1604,0,108,5343,691,582,153,30,85,85
3831,2016,6,"SHS_395_P",395,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,765,70,23,NA,NA,NA,NA,93,NA,2,1.6,NA,0.219,0,NA,NA,0,NA,0,"6_SHS_395_P","105+09211","P1.11","US-395",NA,"CR-133C","United States","California","Modoc",96108,"Northbound",41.668224,-120.386301,41.789838,-120.369565,8.54201199184,0.00141463528717,"08/2024","no median",NA,NA,"cable, short fence","both sides",41.6878619802462,-120.375997441129,42,242,446,0,0,2208,417,30,95,180,150,150
3832,2016,6,"SHS_161_P",161,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,905,86,67,NA,NA,NA,NA,141,NA,2,7.4,NA,0.275,0,NA,NA,0,NA,0,"6_SHS_161_P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.00192056166277,"07/2024","no median",NA,NA,NA,NA,42.0013270070358,-121.850569380672,1110,134,721,0,42,402,2230,474,426,30,90,90
3833,2016,6,"SHS_299_P",299,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1300,315,79,NA,NA,NA,NA,192,NA,2,54.2,NA,0.408,0,NA,NA,0,NA,0,"6_SHS_299_P","105+07582","P1.11","CA-299",NA,"US-395/N Main St","United States","California","Modoc",96101,"Eastbound",41.4386942,-120.8776406,41.494524,-120.542586,18.7555244011,0.00185738589704,"08/2024","no median",NA,NA,NA,NA,41.454763211553,-120.797227563201,361,942,1518,30,30,1892,1711,85,0,499,541,541
3834,2016,6,"SHS_395_P",395,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1500,329,60,NA,NA,NA,NA,56,NA,2,0,NA,0.124,0,NA,NA,0,NA,0,"6_SHS_395_P","105+08478","P1.11","US-395",NA,"CR-A27/Center Rd","United States","California","Lassen",96130,"Northbound",40.365186,-120.4228134,40.3819718,-120.3854254,2.61287126871,0.000982742623121,"11/2023","no median",NA,NA,NA,NA,40.3652283752893,-120.41959096665,95,270,1683,30,30,3588,5678,60,711,0,313,313
3835,2016,6,"SHS_036_P",36,NA,10,4,4,2,99999,0,0,1,0,3,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,1350,90,42,NA,NA,NA,NA,67,NA,2,0.2,NA,0.081,0,NA,NA,0,NA,0,"6_SHS_036_P","105+07555","P1.11","CA-36",NA,"CA-172/Husky Way","United States","California","Tehama",96075,"Eastbound",40.3136014,-122.0708826,40.3473432,-121.5973858,27.5980624771,0.00172594688724,"11/2023","no median",NA,NA,NA,NA,40.3505481111065,-121.778059279812,408,300,1024,30,30,15551,95,0,127,9527,2446,1024
3836,2016,6,"SHS_299_P",299,NA,10,3,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3825,236,117,NA,NA,NA,NA,52,NA,2,0,NA,0.12,0,NA,NA,0,NA,0,"6_SHS_299_P","105+08494","P1.11","CA-299",NA,"Oak Run Rd","United States","California","Shasta",96008,"Eastbound",40.638431,-122.242354,40.7556644,-122.0256232,15.3063499035,0.0015440720852,"07/2024","no median",NA,NA,NA,NA,40.6398269461567,-122.234003890267,67,258,674,30,30,212,108,0,60,732,313,313
3837,2016,6,"SHS_097_P",97,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3425,967,98,NA,NA,NA,NA,63,NA,2,0,NA,0.257,0,NA,NA,0,NA,0,"6_SHS_097_P","105+08473","P1.11","US-97",NA,"Meiss Lake Rd","United States","California","Siskiyou",96058,"Northbound",41.778927,-122.04735,41.821322,-122.0118744,3.45178425581,0.00164311978925,"08/2024","no median",NA,NA,NA,NA,41.8024141411997,-122.027688580564,658,2340,2880,0,0,1050,3606,488,210,30,3558,2880
3838,2016,6,"SHS_161_P",161,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,905,86,67,NA,NA,NA,NA,99,NA,2,0,NA,0.07,0,NA,NA,0,NA,0,"6_SHS_161_P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.00149728865359,"07/2024","no median",NA,NA,NA,NA,42.0000167217943,-121.887642146868,30,300,295,30,30,67,190,0,60,120,234,234
3839,2016,6,"SHS_299_P",299,NA,0,0,3,2,73774,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,10350,256,139,NA,NA,NA,NA,54,NA,2,1.3,NA,0.214,0,NA,NA,0,NA,0,"6_SHS_299_P","105-08727","P1.11","CA-299",NA,"Buenaventura Blvd","United States","California","Shasta",96001,"Eastbound",40.589851,-122.460826,40.583732,-122.426824,1.94028687089,0.00182276397167,"12/2023","no median",NA,NA,NA,NA,40.5853104493178,-122.449742901614,190,319,1500,0,0,1816,95,192,42,4778,1396,1396
3840,2016,6,"SHS_395_P",395,NA,10,3,3,2,99999,1,0,1,0,4,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,9400,768,191,NA,NA,NA,NA,108,NA,2,2,NA,0.315,0,NA,NA,0,NA,0,"6_SHS_395_P","105+07526","P1.3","US-395",NA,"CA-70","United States","California","Lassen",96109,"Northbound",39.673992,-120.00121,39.770899,-120.038436,7.36241371286,0.00151323892057,"08/2024","vegetative","grass, break in median","40-50 meters",NA,NA,39.7322069266085,-120.03844512824,150,503,6625,0,0,5958,5109,30,481,7618,601,601
3841,2016,6,"SHS_096_S",0,NA,0,0,4,6,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,"6_SHS_096_S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.00549371984573,"07/2012","no median",NA,NA,NA,NA,41.467291181343,-123.496012633976,127,150,360,0,30,330,30,30,361,242,1531,360
3842,2016,6,"SHS_005_P",5,NA,10,2,1,2,99999,1,0,1,0,4,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,29500,5289,655,1.972,0.244,11,50,64,NA,2,0.4,NA,0.142,0,NA,NA,0,NA,0,"6_SHS_005_P","105+05360","P1.3","I-5",NA,"CA-99W/Main St/Exit 647","United States","California","Tehama",96080,"Northbound",40.0841156,-122.2166502,40.1502652,-122.222948,4.58691101232,0.00145438536047,"07/2024","vegetative","grass, break in median","<10 meters",NA,NA,40.1179027823875,-122.218375782916,469,0,2232,0,0,591,7075,1320,30,180,810,810
3843,2016,6,"SHS_299_P",299,NA,10,3,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3825,236,117,NA,NA,NA,NA,114,NA,2,0.3,NA,0.077,0,NA,NA,0,NA,0,"6_SHS_299_P","105+08494","P1.11","CA-299",NA,"Oak Run Rd","United States","California","Shasta",96008,"Eastbound",40.638431,-122.242354,40.7556644,-122.0256232,15.3063499035,0.00239912280758,"07/2024","no median","pull-out",NA,NA,NA,40.7042405729441,-122.095212215871,90,134,3639,0,30,5167,30,60,258,5002,924,924
3844,2016,6,"SHS_070_P",70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3300,108,57,NA,NA,NA,NA,48,NA,2,0,NA,0.149,0,NA,NA,0,NA,0,"6_SHS_070_P","105+08798","P1.11","CA-70",NA,"CR-A24","United States","California","Plumas",96129,"Eastbound",39.8181176,-120.3754362,39.817199,-120.3430586,1.72439151694,0.00184879161296,"10/2022","no median",NA,NA,"cable, short fence","both sides",39.8172386336561,-120.352733505047,127,127,2594,0,30,6185,1936,42,150,417,1182,1182
3845,2016,6,"SHS_161_P",161,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,905,134,28,NA,NA,NA,NA,140,NA,2,1.5,NA,0.084,0,NA,NA,0,NA,0,"6_SHS_161_P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.00124925788447,"07/2024","no median",NA,NA,NA,NA,41.9982923437167,-121.523837742118,60,67,1736,0,0,3723,2711,531,2547,42,2322,1736
3846,2016,6,"SHS_070_P",70,NA,10,4,4,2,99999,0,0,1,0,4,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,9300,129,110,NA,NA,NA,NA,87,NA,2,0,NA,0.28,0,NA,NA,0,NA,0,"6_SHS_070_P","105+08894","P1.11","CA-70",NA,"Squirrel Creek Rd","United States","California","Plumas",95971,"Eastbound",39.936754,-120.948961,39.9123986,-120.8075866,8.33440572703,0.00177164438742,"10/2022","no median",NA,NA,NA,NA,39.9347601248799,-120.920244576726,60,212,1168,0,0,19451,30,242,674,1423,1130,1130
3847,2016,6,"SHS_263_P",263,NA,10,4,4,2,99998,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,370,19,41,0.205,0.443,NA,50,128,NA,2,1.7,NA,0.105,0,NA,NA,0,NA,0,"6_SHS_263_P","105+21324","P1.11","CA-263",NA,"CA-96","United States","California","Siskiyou",96097,"Northbound",41.740504,-122.633238,41.832334,-122.590945,8.08873427476,0.00177175752166,"08/2024","no median","intersection",NA,NA,NA,41.7688259052914,-122.612088948146,153,255,2431,0,30,454,150,30,42,816,680,680
3848,2016,6,"SHS_005_S",5,NA,10,2,1,2,99999,1,0,1,0,6,2,2,2,5,0,12,7,36,2,"A",0,0,0,65,0,NA,0,19100,4675,699,3.182,0.476,13,56,72,NA,2,0.5,NA,0.219,0,NA,NA,1,"SPX16X281077",6.14,"6_SHS_005_S","105-05401","P1.3","I-5",NA,"Eagles Roost Rd/Exit 712","United States","California","Shasta",96051,"Southbound",41.0214536,-122.3993454,41.0013442,-122.4118726,1.61639102343,0.00121099176087,"07/2024","concrete",NA,"<10 meters","thrie beam","one side",41.0137921620787,-122.407921143946,1154,108,180,0,0,466,124,134,30,1466,1500,180
3849,2016,6,"SHS_395_S",395,NA,10,3,3,2,99999,1,0,1,0,3,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,5350,690,101,NA,NA,NA,NA,65,NA,2,2.2,NA,0.145,0,"04/08/2016 12:00:00 AM",NA,0,NA,0,"6_SHS_395_S","105-08475","P1.11","US-395",NA,"CR-A25/Herlong Access Rd","United States","California","Lassen",96121,"Southbound",40.283632,-120.4901174,40.1249432,-120.247357,17.369954063,0.00180211480634,"11/2023","no median",NA,NA,NA,NA,40.1668450590523,-120.355351822728,124,541,3384,0,30,3036,1426,30,108,90,633,633
3850,2016,6,"SHS_005_S",5,NA,10,2,1,2,99999,1,0,1,0,4,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,32000,5332,600,NA,NA,NA,NA,62,NA,2,0,NA,0.086,0,NA,NA,0,NA,0,"6_SHS_005_S","105-05357","P1.3","I-5",NA,"Finnell Ave/Exit 633","United States","California","Tehama",96035,"Southbound",39.997268,-122.205534,39.960695,-122.200391,2.54314101509,0.00146135107974,"07/2024","vegetative","grass","10-20 meters",NA,NA,39.9866071505996,-122.203794318253,601,626,997,0,0,582,983,983,30,60,1024,997
3851,2016,6,"SHS_395_P",395,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,5350,690,101,NA,NA,NA,NA,65,NA,2,3.3,NA,0.204,0,"04/08/2016 12:00:00 AM",NA,0,NA,0,"6_SHS_395_P","105+08476","P1.11","US-395",NA,"CR-A3/Standish Buntingville Rd (Janesville)","United States","California","Lassen",96121,"Northbound",40.1249432,-120.247357,40.283632,-120.4901174,17.369954063,0.00171790286262,"11/2023","no median",NA,NA,"cable, short fence","both sides",40.173602150319,-120.375525530879,95,297,3231,30,67,2665,607,60,67,0,124,124
3852,2016,6,"SHS_036_P",36,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1350,90,42,NA,NA,NA,NA,92,NA,2,19.6,NA,0.18,0,NA,NA,0,NA,0,"6_SHS_036_P","105+07555","P1.11","CA-36",NA,"CA-172/Husky Way","United States","California","Tehama",96075,"Eastbound",40.3136014,-122.0708826,40.3473432,-121.5973858,27.5980624771,0.0017426088166,"08/2023","no median",NA,NA,NA,NA,40.3319604392229,-121.927049849871,67,124,1320,0,30,13607,85,30,60,9361,2766,1320
3853,2016,6,"SHS_395_P",395,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,880,331,308,NA,NA,NA,NA,46,NA,2,0.3,NA,0.164,0,NA,NA,0,NA,0,"6_SHS_395_P","105+08480","P1.11","US-395",NA,"CR-508/Juniper Ridge Rd","United States","California","Lassen",96130,"Northbound",40.798624,-120.365979,40.866294,-120.460618,6.8371936614,0.00116890727024,"11/2023","no median",NA,NA,NA,NA,40.8428091651109,-120.428603332778,3384,1868,2831,30,30,5139,2933,0,700,3483,828,828
3854,2016,6,"SHS_139_P",139,NA,10,4,3,2,99999,1,0,1,0,2,2,2,2,8,0,12,1,0,3,"ABC",0,0,0,65,0,NA,0,870,332,22,5.343,0.354,14,58,62,NA,2,0,NA,0.034,0,NA,NA,1,"SPX16X303152",1.707,"6_SHS_139_P","105+09016","P1.11","CA-139",NA,"Lookout Hackamore Rd","United States","California","Modoc",96015,"Northbound",41.4998276,-120.9799326,41.5398999997,-121.153032,9.50234708605,0.00167322006232,"08/2024","no median",NA,NA,NA,NA,41.5256505262508,-121.109653256093,3104,124,633,0,30,11802,67,30,42,1209,708,633
3855,2016,6,"SHS_036_P",36,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2000,104,97,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,"6_SHS_036_P","105+08487","P1.11","CA-36",NA,"CA-89/Chester Ski Rd","United States","California","Plumas",96020,"Eastbound",40.2793982,-121.421222,40.278373,-121.2537936,10.2992118976,0.00169991544552,"11/2023","no median",NA,NA,NA,NA,40.2634897143789,-121.262899883922,1530,601,1406,0,0,2537,30,661,212,6142,1360,1360
3856,2016,6,"SHS_005_P",5,NA,0,0,1,2,99998,1,0,1,0,4,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,17300,3935,317,2.502,0.202,11,56,43,NA,2,2.4,NA,0.134,0,NA,NA,0,NA,0,"6_SHS_005_P","105+05424","P1.3","I-5",NA,"Stewart Springs Rd/Exit 751","United States","California","Siskiyou",96094,"Northbound",41.4213866,-122.3874304,41.4393784,-122.432722,3.06245804205,0.0015822399408,"08/2024","concrete",NA,NA,"cable, s, thr","one on each side",41.4335305139221,-122.429673881744,443,85,805,0,0,641,134,67,90,212,450,450
3857,2016,6,"SHS_299_P",299,NA,10,3,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,2900,312,106,NA,NA,NA,NA,48,NA,2,0,NA,0.128,0,NA,NA,0,NA,0,"6_SHS_299_P","105+07579","P1.11","CA-299",NA,"CA-89","United States","California","Shasta",96065,"Eastbound",40.7556644,-122.0256232,40.937814,-121.6070076,33.0599570631,0.00178776242453,"08/2024","no median",NA,NA,NA,NA,40.8629280802667,-121.803610676591,256,90,5176,30,120,6728,0,60,1233,4006,120,120
3858,2016,6,"SHS_005_P",5,NA,10,2,1,2,73774,1,0,1,0,6,2,2,2,5,0,12,5,84,1,"ABC",0,0,0,65,0,NA,0,60000,6413,765,0.962,0.115,9,52,44,NA,2,0,NA,0.053,0,NA,NA,1,"SPX16X281009",1.16,"6_SHS_005_P","105+05379","P1.3","I-5",NA,"Cypress Ave/Exit 677","United States","California","Shasta",96002,"Northbound",40.540929,-122.35163,40.5670998,-122.3598848,1.85912339087,0.00150291872439,"11/2018","cable",NA,NA,NA,NA,40.5492906534409,-122.354281256775,42,765,927,0,0,1717,664,598,192,1168,524,524
3859,2016,6,"SHS_089_P",89,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2050,196,64,NA,NA,NA,NA,94,NA,2,1.8,NA,0.12,0,NA,NA,0,NA,0,"6_SHS_089_P","105+09032","P1.11","CA-89",NA,"Pilgrim Creek Rd","United States","California","Siskiyou",96057,"Northbound",41.2637,-121.942572,41.254187,-122.075017,6.91551747595,0.00209586289594,"08/2024","no median",NA,NA,NA,NA,41.2556177198819,-122.050378946131,2656,330,3653,30,42,6894,0,569,1107,2270,900,900
3860,2016,6,"SHS_089_P",89,NA,0,0,3,2,99999,1,0,1,0,2,1,1,2,2,0,12,1,0,3,"ABC",0,0,0,65,0,NA,0,1600,146,182,1.278,1.593,14,56,74,NA,2,0.7,NA,0.142,0,NA,NA,1,"SPX16X295485",1.707,"6_SHS_089_P","105+07524","P1.11","CA-89",NA,"CA-299","United States","California","Shasta",96013,"Northbound",40.877584,-121.560824,40.9378288,-121.6064444,4.80554039867,0.00158969652244,"12/2023","no median",NA,NA,NA,NA,40.9324094227567,-121.603146380401,636,1490,2461,0,0,1221,30,216,1084,3664,3242,2461
3861,2016,6,"SHS_299_P",299,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3150,203,118,NA,NA,NA,NA,70,NA,2,0,NA,0.116,0,NA,NA,0,NA,0,"6_SHS_299_P","105-08852","P1.11","CA-299",NA,"Cemetery Rd","United States","California","Trinity",96010,"Eastbound",40.7797998,-123.3088036,40.7688566001,-123.121891,13.9582917327,0.00172237694719,"10/2022","no median",NA,NA,"rocks","one side",40.7521742464444,-123.158872728594,2793,42,268,0,30,959,42,30,150,24100,127,127
3862,2016,6,"SHS_070_P",70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3050,128,40,NA,NA,NA,NA,137,NA,2,0,NA,0.28,0,NA,NA,0,NA,0,"6_SHS_070_P","105+08793","P1.11","CA-70",NA,"Bucks Lake Rd","United States","California","Plumas",95971,"Eastbound",40.0386704,-120.983902,39.936754,-120.948961,10.1287201226,0.0016033113512,"10/2022","no median",NA,NA,NA,NA,39.9935861927486,-120.947308134063,192,30,1572,0,30,18472,30,313,960,1583,908,908
3863,2016,6,"SHS_036_P",36,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2275,905,109,NA,NA,NA,NA,114,NA,2,3.1,NA,0.165,0,NA,NA,0,NA,0,"6_SHS_036_P","105+20674","P1.11","CA-36",NA,"I-5 Bus/Main St","United States","California","Tehama",96080,"Eastbound",40.221357,-122.355334,40.198513,-122.24236,6.73672418441,0.00176265711052,"10/2023","no median",NA,NA,"cable, short fence","both sides",40.222727927352,-122.324064944342,95,120,297,0,0,95,331,95,30,2506,216,216
3864,2016,6,"SHS_005_S",5,NA,0,0,1,2,99999,1,0,1,0,4,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,21400,5037,765,NA,NA,NA,NA,47,NA,2,0,NA,0.1,0,NA,NA,0,NA,0,"6_SHS_005_S","105N05389","P1.3","I-5",NA,"Bridge Bay Rd/Exit 690","United States","California","Shasta",96003,"Southbound",40.7551948,-122.3216708,40.7505834,-122.3191104,0.36987108775,0.00132349855558,"07/2024","concrete",NA,NA,NA,NA,40.7507837443744,-122.319348072156,150,240,242,0,0,300,42,42,247,5317,1951,242
3865,2016,6,"SHS_299_P",299,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1300,315,79,NA,NA,NA,NA,47,NA,2,0,NA,0.197,0,NA,NA,0,NA,0,"6_SHS_299_P","105+07582","P1.11","CA-299",NA,"US-395/N Main St","United States","California","Modoc",96101,"Eastbound",41.4386942,-120.8776406,41.494524,-120.542586,18.7555244011,0.00186327657573,"08/2024","no median",NA,NA,NA,NA,41.486776606855,-120.653600363666,182,595,649,0,60,1943,1124,30,95,323,400,400
3866,2016,6,"SHS_299_P",299,NA,10,3,3,2,99999,1,0,1,0,3,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3150,203,118,NA,NA,NA,NA,128,NA,2,0.2,NA,0.243,0,NA,NA,0,NA,0,"6_SHS_299_P","105-07802","P1.11","CA-299",NA,"CA-3/Weaverville Scott Mountain Rd","United States","California","Trinity",96093,"Eastbound",40.7325822,-123.0220408,40.732757,-122.940515,5.99268212159,0.00186423639431,"10/2023","no median",NA,NA,"thrie beam","one side",40.7452648738749,-122.974806827973,306,85,3783,0,30,1948,190,42,30,26969,2796,2796
3867,2016,6,"SHS_299_S",299,NA,10,3,3,2,73774,1,0,1,0,4,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,11400,255,155,0.201,0.122,9,60,78,NA,2,11.1,NA,0.209,0,NA,NA,0,NA,0,"6_SHS_299_S","105-07577","P1.3","CA-299",NA,"Churn Creek Rd/Hawley Rd","United States","California","Shasta",96003,"Westbound",40.619636,-122.3247414,40.6155334,-122.34589,1.14495684573,0.00187614674722,"07/2024","vegetative","grass","10-20 meters","cable, short fence","one side only",40.6189227582787,-122.328127846623,124,342,384,0,0,3721,175,85,60,1490,968,384
